Time Bucket,Market,Entry Date,Exit Date,Days Held,Win,P&L,P&L %,Volume
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,8.42,8.4,6289.94
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,8.25,8.2,6289.94
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,8.20,8.2,6289.94
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,Yes,9.98,10.0,6289.94
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,Yes,9.82,9.8,6289.94
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,Yes,8.22,8.2,6289.94
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,No,-10.09,-10.1,6289.94
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-9.00,-9.0,22245.29
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,8.96,9.0,22245.29
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,8.89,8.9,22245.29
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,No,-9.70,-9.7,22245.29
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-9.39,-9.4,22245.29
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-8.94,-8.9,22245.29
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-8.57,-8.6,22245.29
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,No,-10.00,-10.0,22245.29
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,Yes,9.87,9.9,2833.33
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,No,-9.21,-9.2,2833.33
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,No,-8.55,-8.5,2833.33
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,9.79,9.8,2833.33
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-8.29,-8.3,2833.33
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-9.13,-9.1,2833.33
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-9.89,-9.9,2833.33
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,8.77,8.8,2833.33
<3d,Ohio Republican Senate Primary Winner,2024-03-18,2024-03-19,1,Yes,9.74,9.7,25803.82
<3d,Ohio Republican Senate Primary Winner,2024-03-17,2024-03-19,2,No,-9.03,-9.0,25803.82
3-7d,Ohio Republican Senate Primary Winner,2024-03-14,2024-03-19,5,Yes,9.53,9.5,25803.82
7-30d,Ohio Republican Senate Primary Winner,2024-03-09,2024-03-19,10,No,-10.14,-10.1,25803.82
7-30d,Ohio Republican Senate Primary Winner,2024-02-28,2024-03-19,20,No,-8.81,-8.8,25803.82
>30d,Ohio Republican Senate Primary Winner,2024-02-18,2024-03-19,30,No,-8.96,-9.0,25803.82
>30d,Ohio Republican Senate Primary Winner,2024-01-19,2024-03-19,60,No,-8.09,-8.1,25803.82
>30d,Ohio Republican Senate Primary Winner,2023-12-20,2024-03-19,90,No,-10.25,-10.2,25803.82
<3d,Ohio Republican Senate Primary Winner,2024-03-18,2024-03-19,1,Yes,8.90,8.9,21978.85
<3d,Ohio Republican Senate Primary Winner,2024-03-17,2024-03-19,2,Yes,8.24,8.2,21978.85
3-7d,Ohio Republican Senate Primary Winner,2024-03-14,2024-03-19,5,No,-9.52,-9.5,21978.85
7-30d,Ohio Republican Senate Primary Winner,2024-03-09,2024-03-19,10,Yes,7.97,8.0,21978.85
7-30d,Ohio Republican Senate Primary Winner,2024-02-28,2024-03-19,20,Yes,9.41,9.4,21978.85
>30d,Ohio Republican Senate Primary Winner,2024-02-18,2024-03-19,30,No,-9.37,-9.4,21978.85
>30d,Ohio Republican Senate Primary Winner,2024-01-19,2024-03-19,60,No,-8.15,-8.2,21978.85
>30d,Ohio Republican Senate Primary Winner,2023-12-20,2024-03-19,90,Yes,9.14,9.1,21978.85
<3d,Ohio Republican Senate Primary Winner,2024-03-18,2024-03-19,1,Yes,8.40,8.4,22751.35
<3d,Ohio Republican Senate Primary Winner,2024-03-17,2024-03-19,2,Yes,8.45,8.5,22751.35
3-7d,Ohio Republican Senate Primary Winner,2024-03-14,2024-03-19,5,No,-8.42,-8.4,22751.35
7-30d,Ohio Republican Senate Primary Winner,2024-03-09,2024-03-19,10,No,-8.78,-8.8,22751.35
7-30d,Ohio Republican Senate Primary Winner,2024-02-28,2024-03-19,20,No,-7.97,-8.0,22751.35
>30d,Ohio Republican Senate Primary Winner,2024-02-18,2024-03-19,30,No,-8.35,-8.3,22751.35
>30d,Ohio Republican Senate Primary Winner,2024-01-19,2024-03-19,60,No,-9.09,-9.1,22751.35
>30d,Ohio Republican Senate Primary Winner,2023-12-20,2024-03-19,90,No,-8.64,-8.6,22751.35
<3d,Ohio Republican Senate Primary Winner,2024-03-18,2024-03-19,1,Yes,8.09,8.1,28633.12
<3d,Ohio Republican Senate Primary Winner,2024-03-17,2024-03-19,2,Yes,8.54,8.5,28633.12
3-7d,Ohio Republican Senate Primary Winner,2024-03-14,2024-03-19,5,Yes,10.42,10.4,28633.12
7-30d,Ohio Republican Senate Primary Winner,2024-03-09,2024-03-19,10,Yes,7.92,7.9,28633.12
7-30d,Ohio Republican Senate Primary Winner,2024-02-28,2024-03-19,20,Yes,10.32,10.3,28633.12
>30d,Ohio Republican Senate Primary Winner,2024-02-18,2024-03-19,30,Yes,8.81,8.8,28633.12
>30d,Ohio Republican Senate Primary Winner,2024-01-19,2024-03-19,60,Yes,9.55,9.6,28633.12
>30d,Ohio Republican Senate Primary Winner,2023-12-20,2024-03-19,90,No,-8.04,-8.0,28633.12
<3d,South Korea election: Which party wins t,2024-04-09,2024-04-10,1,Yes,10.03,10.0,27725.52
<3d,South Korea election: Which party wins t,2024-04-08,2024-04-10,2,Yes,9.62,9.6,27725.52
3-7d,South Korea election: Which party wins t,2024-04-05,2024-04-10,5,No,-9.59,-9.6,27725.52
7-30d,South Korea election: Which party wins t,2024-03-31,2024-04-10,10,No,-8.13,-8.1,27725.52
7-30d,South Korea election: Which party wins t,2024-03-21,2024-04-10,20,No,-8.71,-8.7,27725.52
>30d,South Korea election: Which party wins t,2024-03-11,2024-04-10,30,No,-10.00,-10.0,27725.52
>30d,South Korea election: Which party wins t,2024-02-10,2024-04-10,60,Yes,8.36,8.4,27725.52
>30d,South Korea election: Which party wins t,2024-01-11,2024-04-10,90,Yes,10.46,10.5,27725.52
<3d,South Korea election: Which party wins t,2024-04-09,2024-04-10,1,No,-10.22,-10.2,26744.25
<3d,South Korea election: Which party wins t,2024-04-08,2024-04-10,2,No,-8.62,-8.6,26744.25
3-7d,South Korea election: Which party wins t,2024-04-05,2024-04-10,5,Yes,7.86,7.9,26744.25
7-30d,South Korea election: Which party wins t,2024-03-31,2024-04-10,10,No,-9.04,-9.0,26744.25
7-30d,South Korea election: Which party wins t,2024-03-21,2024-04-10,20,No,-7.60,-7.6,26744.25
>30d,South Korea election: Which party wins t,2024-03-11,2024-04-10,30,No,-9.73,-9.7,26744.25
>30d,South Korea election: Which party wins t,2024-02-10,2024-04-10,60,No,-9.89,-9.9,26744.25
>30d,South Korea election: Which party wins t,2024-01-11,2024-04-10,90,No,-9.21,-9.2,26744.25
<3d,South Korea election: Which party wins t,2024-04-09,2024-04-10,1,No,-9.26,-9.3,4317.05
<3d,South Korea election: Which party wins t,2024-04-08,2024-04-10,2,Yes,10.14,10.1,4317.05
3-7d,South Korea election: Which party wins t,2024-04-05,2024-04-10,5,No,-9.39,-9.4,4317.05
7-30d,South Korea election: Which party wins t,2024-03-31,2024-04-10,10,No,-8.97,-9.0,4317.05
7-30d,South Korea election: Which party wins t,2024-03-21,2024-04-10,20,Yes,8.74,8.7,4317.05
>30d,South Korea election: Which party wins t,2024-03-11,2024-04-10,30,Yes,10.01,10.0,4317.05
>30d,South Korea election: Which party wins t,2024-02-10,2024-04-10,60,Yes,8.59,8.6,4317.05
>30d,South Korea election: Which party wins t,2024-01-11,2024-04-10,90,No,-8.90,-8.9,4317.05
<3d,First place in California Senate Primary,2024-03-04,2024-03-05,1,Yes,9.29,9.3,438218.33
<3d,First place in California Senate Primary,2024-03-03,2024-03-05,2,Yes,9.68,9.7,438218.33
3-7d,First place in California Senate Primary,2024-02-29,2024-03-05,5,Yes,7.99,8.0,438218.33
7-30d,First place in California Senate Primary,2024-02-24,2024-03-05,10,Yes,10.08,10.1,438218.33
7-30d,First place in California Senate Primary,2024-02-14,2024-03-05,20,No,-9.55,-9.6,438218.33
>30d,First place in California Senate Primary,2024-02-04,2024-03-05,30,No,-8.53,-8.5,438218.33
>30d,First place in California Senate Primary,2024-01-05,2024-03-05,60,No,-8.05,-8.0,438218.33
>30d,First place in California Senate Primary,2023-12-06,2024-03-05,90,No,-8.68,-8.7,438218.33
<3d,First place in California Senate Primary,2024-03-04,2024-03-05,1,No,-9.68,-9.7,622624.68
<3d,First place in California Senate Primary,2024-03-03,2024-03-05,2,Yes,10.02,10.0,622624.68
3-7d,First place in California Senate Primary,2024-02-29,2024-03-05,5,Yes,9.75,9.7,622624.68
7-30d,First place in California Senate Primary,2024-02-24,2024-03-05,10,Yes,9.47,9.5,622624.68
7-30d,First place in California Senate Primary,2024-02-14,2024-03-05,20,Yes,8.08,8.1,622624.68
>30d,First place in California Senate Primary,2024-02-04,2024-03-05,30,No,-8.59,-8.6,622624.68
>30d,First place in California Senate Primary,2024-01-05,2024-03-05,60,No,-9.00,-9.0,622624.68
>30d,First place in California Senate Primary,2023-12-06,2024-03-05,90,No,-8.13,-8.1,622624.68
<3d,First place in California Senate Primary,2024-03-04,2024-03-05,1,Yes,8.93,8.9,60419.02
<3d,First place in California Senate Primary,2024-03-03,2024-03-05,2,Yes,9.10,9.1,60419.02
3-7d,First place in California Senate Primary,2024-02-29,2024-03-05,5,No,-8.77,-8.8,60419.02
7-30d,First place in California Senate Primary,2024-02-24,2024-03-05,10,No,-9.30,-9.3,60419.02
7-30d,First place in California Senate Primary,2024-02-14,2024-03-05,20,Yes,9.95,10.0,60419.02
>30d,First place in California Senate Primary,2024-02-04,2024-03-05,30,No,-9.45,-9.5,60419.02
>30d,First place in California Senate Primary,2024-01-05,2024-03-05,60,No,-8.84,-8.8,60419.02
>30d,First place in California Senate Primary,2023-12-06,2024-03-05,90,No,-8.15,-8.2,60419.02
<3d,First place in California Senate Primary,2024-03-04,2024-03-05,1,Yes,8.84,8.8,22209.36
<3d,First place in California Senate Primary,2024-03-03,2024-03-05,2,Yes,9.28,9.3,22209.36
3-7d,First place in California Senate Primary,2024-02-29,2024-03-05,5,Yes,9.48,9.5,22209.36
7-30d,First place in California Senate Primary,2024-02-24,2024-03-05,10,No,-7.97,-8.0,22209.36
7-30d,First place in California Senate Primary,2024-02-14,2024-03-05,20,No,-8.47,-8.5,22209.36
>30d,First place in California Senate Primary,2024-02-04,2024-03-05,30,No,-9.52,-9.5,22209.36
>30d,First place in California Senate Primary,2024-01-05,2024-03-05,60,No,-8.59,-8.6,22209.36
>30d,First place in California Senate Primary,2023-12-06,2024-03-05,90,No,-10.07,-10.1,22209.36
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,10.09,10.1,13437.88
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,Yes,8.38,8.4,13437.88
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,Yes,9.58,9.6,13437.88
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,Yes,9.73,9.7,13437.88
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,Yes,8.14,8.1,13437.88
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,Yes,8.97,9.0,13437.88
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-7.88,-7.9,13437.88
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,Yes,9.66,9.7,13437.88
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,8.70,8.7,3622.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,Yes,8.03,8.0,3622.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,No,-9.37,-9.4,3622.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,Yes,8.18,8.2,3622.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,No,-9.56,-9.6,3622.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,Yes,8.47,8.5,3622.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-8.12,-8.1,3622.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,No,-9.01,-9.0,3622.00
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,No,-8.31,-8.3,3000.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,No,-9.72,-9.7,3000.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,Yes,8.92,8.9,3000.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,No,-8.17,-8.2,3000.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,No,-7.95,-8.0,3000.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,No,-7.98,-8.0,3000.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,Yes,8.90,8.9,3000.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,Yes,9.16,9.2,3000.00
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,8.38,8.4,1333.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,No,-9.75,-9.7,1333.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,No,-8.05,-8.0,1333.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,Yes,8.97,9.0,1333.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,Yes,9.99,10.0,1333.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,No,-9.39,-9.4,1333.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-9.10,-9.1,1333.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,Yes,9.68,9.7,1333.00
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,8.34,8.3,4292.99
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,Yes,7.97,8.0,4292.99
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,Yes,9.67,9.7,4292.99
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,No,-8.78,-8.8,4292.99
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,Yes,8.92,8.9,4292.99
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,Yes,10.39,10.4,4292.99
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,Yes,8.71,8.7,4292.99
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,Yes,7.94,7.9,4292.99
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,No,-9.12,-9.1,3622.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,Yes,9.78,9.8,3622.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,Yes,8.70,8.7,3622.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,Yes,8.56,8.6,3622.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,Yes,9.08,9.1,3622.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,No,-7.90,-7.9,3622.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-9.13,-9.1,3622.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,Yes,8.63,8.6,3622.00
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,9.96,10.0,3070.20
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,No,-8.13,-8.1,3070.20
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,No,-9.79,-9.8,3070.20
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,No,-9.81,-9.8,3070.20
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,No,-9.06,-9.1,3070.20
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,Yes,8.19,8.2,3070.20
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,Yes,9.98,10.0,3070.20
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,Yes,9.65,9.6,3070.20
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,No,-8.53,-8.5,3733.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,No,-8.85,-8.9,3733.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,Yes,8.71,8.7,3733.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,Yes,9.04,9.0,3733.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,Yes,8.53,8.5,3733.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,No,-8.77,-8.8,3733.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-9.73,-9.7,3733.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,No,-8.80,-8.8,3733.00
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,9.50,9.5,3222.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,Yes,7.81,7.8,3222.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,Yes,9.87,9.9,3222.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,No,-9.19,-9.2,3222.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,No,-8.48,-8.5,3222.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,No,-10.00,-10.0,3222.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-8.86,-8.9,3222.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,No,-9.96,-10.0,3222.00
<3d,Texas Democratic Senate Primary,2024-03-04,2024-03-05,1,Yes,9.71,9.7,1600.00
<3d,Texas Democratic Senate Primary,2024-03-03,2024-03-05,2,Yes,9.55,9.5,1600.00
3-7d,Texas Democratic Senate Primary,2024-02-29,2024-03-05,5,No,-10.13,-10.1,1600.00
7-30d,Texas Democratic Senate Primary,2024-02-24,2024-03-05,10,No,-9.56,-9.6,1600.00
7-30d,Texas Democratic Senate Primary,2024-02-14,2024-03-05,20,No,-8.60,-8.6,1600.00
>30d,Texas Democratic Senate Primary,2024-02-04,2024-03-05,30,Yes,8.70,8.7,1600.00
>30d,Texas Democratic Senate Primary,2024-01-05,2024-03-05,60,No,-7.77,-7.8,1600.00
>30d,Texas Democratic Senate Primary,2023-12-06,2024-03-05,90,No,-9.54,-9.5,1600.00
<3d,Wyoming Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,9.09,9.1,831551.16
<3d,Wyoming Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,8.04,8.0,831551.16
3-7d,Wyoming Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,9.95,10.0,831551.16
7-30d,Wyoming Presidential Election Winner,2024-10-26,2024-11-05,10,No,-8.77,-8.8,831551.16
7-30d,Wyoming Presidential Election Winner,2024-10-16,2024-11-05,20,No,-10.44,-10.4,831551.16
>30d,Wyoming Presidential Election Winner,2024-10-06,2024-11-05,30,No,-9.90,-9.9,831551.16
>30d,Wyoming Presidential Election Winner,2024-09-06,2024-11-05,60,No,-8.20,-8.2,831551.16
>30d,Wyoming Presidential Election Winner,2024-08-07,2024-11-05,90,No,-8.53,-8.5,831551.16
<3d,Wyoming Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,7.88,7.9,427156.11
<3d,Wyoming Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,9.40,9.4,427156.11
3-7d,Wyoming Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,10.36,10.4,427156.11
7-30d,Wyoming Presidential Election Winner,2024-10-26,2024-11-05,10,No,-8.32,-8.3,427156.11
7-30d,Wyoming Presidential Election Winner,2024-10-16,2024-11-05,20,Yes,8.47,8.5,427156.11
>30d,Wyoming Presidential Election Winner,2024-10-06,2024-11-05,30,No,-8.42,-8.4,427156.11
>30d,Wyoming Presidential Election Winner,2024-09-06,2024-11-05,60,Yes,10.40,10.4,427156.11
>30d,Wyoming Presidential Election Winner,2024-08-07,2024-11-05,90,No,-10.44,-10.4,427156.11
<3d,Wyoming Presidential Election Winner,2024-11-04,2024-11-05,1,No,-9.39,-9.4,896320.99
<3d,Wyoming Presidential Election Winner,2024-11-03,2024-11-05,2,Yes,9.12,9.1,896320.99
3-7d,Wyoming Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,9.01,9.0,896320.99
7-30d,Wyoming Presidential Election Winner,2024-10-26,2024-11-05,10,No,-7.99,-8.0,896320.99
7-30d,Wyoming Presidential Election Winner,2024-10-16,2024-11-05,20,Yes,8.14,8.1,896320.99
>30d,Wyoming Presidential Election Winner,2024-10-06,2024-11-05,30,Yes,8.67,8.7,896320.99
>30d,Wyoming Presidential Election Winner,2024-09-06,2024-11-05,60,No,-9.13,-9.1,896320.99
>30d,Wyoming Presidential Election Winner,2024-08-07,2024-11-05,90,No,-10.43,-10.4,896320.99
<3d,Who will win Wisconsin?,2024-11-04,2024-11-05,1,Yes,8.88,8.9,4005229.57
<3d,Who will win Wisconsin?,2024-11-03,2024-11-05,2,Yes,9.35,9.3,4005229.57
3-7d,Who will win Wisconsin?,2024-10-31,2024-11-05,5,Yes,8.55,8.5,4005229.57
7-30d,Who will win Wisconsin?,2024-10-26,2024-11-05,10,No,-10.20,-10.2,4005229.57
7-30d,Who will win Wisconsin?,2024-10-16,2024-11-05,20,No,-9.12,-9.1,4005229.57
>30d,Who will win Wisconsin?,2024-10-06,2024-11-05,30,No,-7.84,-7.8,4005229.57
>30d,Who will win Wisconsin?,2024-09-06,2024-11-05,60,Yes,8.04,8.0,4005229.57
>30d,Who will win Wisconsin?,2024-08-07,2024-11-05,90,No,-8.66,-8.7,4005229.57
<3d,Who will win Wisconsin?,2024-11-04,2024-11-05,1,No,-9.86,-9.9,5092982.50
<3d,Who will win Wisconsin?,2024-11-03,2024-11-05,2,Yes,8.69,8.7,5092982.50
3-7d,Who will win Wisconsin?,2024-10-31,2024-11-05,5,No,-9.22,-9.2,5092982.50
7-30d,Who will win Wisconsin?,2024-10-26,2024-11-05,10,No,-9.01,-9.0,5092982.50
7-30d,Who will win Wisconsin?,2024-10-16,2024-11-05,20,No,-7.82,-7.8,5092982.50
>30d,Who will win Wisconsin?,2024-10-06,2024-11-05,30,Yes,10.20,10.2,5092982.50
>30d,Who will win Wisconsin?,2024-09-06,2024-11-05,60,No,-8.14,-8.1,5092982.50
>30d,Who will win Wisconsin?,2024-08-07,2024-11-05,90,No,-8.67,-8.7,5092982.50
<3d,Who will win Wisconsin?,2024-11-04,2024-11-05,1,Yes,8.40,8.4,4183199.19
<3d,Who will win Wisconsin?,2024-11-03,2024-11-05,2,No,-7.95,-7.9,4183199.19
3-7d,Who will win Wisconsin?,2024-10-31,2024-11-05,5,Yes,10.52,10.5,4183199.19
7-30d,Who will win Wisconsin?,2024-10-26,2024-11-05,10,No,-9.68,-9.7,4183199.19
7-30d,Who will win Wisconsin?,2024-10-16,2024-11-05,20,No,-7.69,-7.7,4183199.19
>30d,Who will win Wisconsin?,2024-10-06,2024-11-05,30,Yes,8.66,8.7,4183199.19
>30d,Who will win Wisconsin?,2024-09-06,2024-11-05,60,No,-8.12,-8.1,4183199.19
>30d,Who will win Wisconsin?,2024-08-07,2024-11-05,90,Yes,8.71,8.7,4183199.19
<3d,West Virginia Presidential Election Winn,2024-11-04,2024-11-05,1,No,-9.72,-9.7,1132009.02
<3d,West Virginia Presidential Election Winn,2024-11-03,2024-11-05,2,Yes,7.84,7.8,1132009.02
3-7d,West Virginia Presidential Election Winn,2024-10-31,2024-11-05,5,Yes,9.47,9.5,1132009.02
7-30d,West Virginia Presidential Election Winn,2024-10-26,2024-11-05,10,No,-8.58,-8.6,1132009.02
7-30d,West Virginia Presidential Election Winn,2024-10-16,2024-11-05,20,Yes,9.75,9.7,1132009.02
>30d,West Virginia Presidential Election Winn,2024-10-06,2024-11-05,30,No,-9.79,-9.8,1132009.02
>30d,West Virginia Presidential Election Winn,2024-09-06,2024-11-05,60,Yes,8.66,8.7,1132009.02
>30d,West Virginia Presidential Election Winn,2024-08-07,2024-11-05,90,Yes,10.17,10.2,1132009.02
<3d,West Virginia Presidential Election Winn,2024-11-04,2024-11-05,1,Yes,9.06,9.1,55242.76
<3d,West Virginia Presidential Election Winn,2024-11-03,2024-11-05,2,Yes,9.51,9.5,55242.76
3-7d,West Virginia Presidential Election Winn,2024-10-31,2024-11-05,5,Yes,8.75,8.8,55242.76
7-30d,West Virginia Presidential Election Winn,2024-10-26,2024-11-05,10,Yes,9.59,9.6,55242.76
7-30d,West Virginia Presidential Election Winn,2024-10-16,2024-11-05,20,Yes,9.18,9.2,55242.76
>30d,West Virginia Presidential Election Winn,2024-10-06,2024-11-05,30,No,-9.61,-9.6,55242.76
>30d,West Virginia Presidential Election Winn,2024-09-06,2024-11-05,60,No,-8.82,-8.8,55242.76
>30d,West Virginia Presidential Election Winn,2024-08-07,2024-11-05,90,Yes,7.94,7.9,55242.76
<3d,West Virginia Presidential Election Winn,2024-11-04,2024-11-05,1,No,-8.42,-8.4,120831.51
<3d,West Virginia Presidential Election Winn,2024-11-03,2024-11-05,2,Yes,8.77,8.8,120831.51
3-7d,West Virginia Presidential Election Winn,2024-10-31,2024-11-05,5,No,-8.01,-8.0,120831.51
7-30d,West Virginia Presidential Election Winn,2024-10-26,2024-11-05,10,No,-7.57,-7.6,120831.51
7-30d,West Virginia Presidential Election Winn,2024-10-16,2024-11-05,20,No,-9.40,-9.4,120831.51
>30d,West Virginia Presidential Election Winn,2024-10-06,2024-11-05,30,Yes,9.82,9.8,120831.51
>30d,West Virginia Presidential Election Winn,2024-09-06,2024-11-05,60,Yes,9.09,9.1,120831.51
>30d,West Virginia Presidential Election Winn,2024-08-07,2024-11-05,90,No,-9.06,-9.1,120831.51
<3d,Washington Presidential Election Winner,2024-11-04,2024-11-05,1,No,-8.21,-8.2,386592.72
<3d,Washington Presidential Election Winner,2024-11-03,2024-11-05,2,No,-8.06,-8.1,386592.72
3-7d,Washington Presidential Election Winner,2024-10-31,2024-11-05,5,Yes,9.07,9.1,386592.72
7-30d,Washington Presidential Election Winner,2024-10-26,2024-11-05,10,No,-8.16,-8.2,386592.72
7-30d,Washington Presidential Election Winner,2024-10-16,2024-11-05,20,No,-8.97,-9.0,386592.72
>30d,Washington Presidential Election Winner,2024-10-06,2024-11-05,30,No,-8.65,-8.7,386592.72
>30d,Washington Presidential Election Winner,2024-09-06,2024-11-05,60,No,-9.00,-9.0,386592.72
>30d,Washington Presidential Election Winner,2024-08-07,2024-11-05,90,Yes,10.06,10.1,386592.72
<3d,Washington Presidential Election Winner,2024-11-04,2024-11-05,1,Yes,9.30,9.3,139558.22
