ticker,title,name,category,yes_bid,yes_ask,no_bid,no_ask,last_price,daily_change_pct,weekly_change_pct,volume_cents,volume_dollars,open_interest,close_date,days_to_resolution,expected_value_yes_pct,expected_value_no_pct,is_dip_candidate
KXCO2LEVEL-30-450,How bad will CO2 atmospheric concentration get before 2030?,At least 450,World,29,32,71,68,35,0,20.69,326,3.2600000000000002,296,2030-01-01T04:59:00Z,1416,208.25,46.11764705882353,False
KXCO2LEVEL-30-455,How bad will CO2 atmospheric concentration get before 2030?,At least 455,World,16,18,84,82,17,0,13.33,362,3.62,336,2030-01-01T04:59:00Z,1416,446.4444444444444,21.51219512195122,False
KXCO2LEVEL-30-460,How bad will CO2 atmospheric concentration get before 2030?,At least 460,World,5,9,95,91,12,0,200,1862,18.62,1002,2030-01-01T04:59:00Z,1416,990.8888888888889,9.692307692307692,False
KXCASECESSION-30,Will a ballot initiative on California secession qualify for a vote before 2030?,Before 2030,World,29,30,71,70,29,0,31.82,2520,25.2,812,2029-12-22T14:59:00Z,1407,228.66666666666666,42.0,False
KXBUSHBY-30,"When will Karl Bushby reach his home of Hull, England from his walk around the world before 2030?",Before 2030,Transportation,84,91,16,9,90,0,8.43,9202,92.02,3842,2030-01-01T04:59:00Z,1416,9.692307692307692,990.8888888888889,False
KXBOND-30-AP,Will Aaron Pierre be the next James Bond?,,Entertainment,0,12,100,88,1,-80,-80,12316,123.16,6536,2030-01-01T15:00:00Z,1417,718.6666666666666,13.363636363636363,True
KXBOND-30-ATJ,Will Aaron Taylor-Johnson be the next James Bond?,Aaron Taylor-Johnson,Entertainment,11,14,89,86,12,9.09,71.43,150884,1508.84,85826,2030-01-01T15:00:00Z,1417,602.0,15.953488372093025,False
KXBOND-30-TOM,Will Tom Hardy be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,6188,61.88,3332,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-HC,Will Henry Cavill be the next James Bond?,Henry Cavill,Entertainment,3,6,97,94,6,0,-14.29,35288,352.88,19610,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-JN,Will James Norton be the next James Bond?,James Norton,Entertainment,0,8,100,92,14,0,0,6416,64.16,6110,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,False
KXBOND-30-DI,Will Damson Idris be the next James Bond?,Damson Idris,Entertainment,0,6,100,94,6,0,-33.33,13558,135.58,8196,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-RM,Will Richard Madden be the next James Bond?,Richard Madden,Entertainment,0,6,100,94,9,0,0,3308,33.08,3204,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-REG,Will Reg̩-Jean Page be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,1164,11.64,448,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-THEO,Will Theo James be the next James Bond?,,Entertainment,6,9,94,91,9,0,80,16002,160.02,11426,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXBOND-30-CIL,Will Cillian Murphy be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,2698,26.98,2652,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-JON,Will Jonathan Bailey be the next James Bond?,,Entertainment,2,6,98,94,11,0,-8.33,7264,72.64,4864,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-HAR,Will Harris Dickinson be the next James Bond?,,Entertainment,3,9,97,91,10,0,0,19532,195.32,10624,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXBOND-30-JAC,Will Jack Lowden be the next James Bond?,,Entertainment,0,8,100,92,9,-25,-25,4220,42.2,3780,2030-01-01T15:00:00Z,1417,1127.0,8.521739130434783,True
KXBOND-30-IDRIS,Will Idris Elba be the next James Bond?,,Entertainment,7,11,93,89,11,37.5,37.5,10732,107.32000000000001,9590,2030-01-01T15:00:00Z,1417,792.909090909091,12.112359550561798,False
KXBOND-30-TOMH,Will Tom Holland be the next James Bond?,,Entertainment,0,9,100,91,13,0,225,14242,142.42000000000002,9708,2030-01-01T15:00:00Z,1417,990.8888888888889,9.692307692307692,False
KXBOND-30-JACO,Will Jacob Elordi be the next James Bond?,,Entertainment,10,14,90,86,14,27.27,-36.36,38900,389.0,27420,2030-01-01T15:00:00Z,1417,602.0,15.953488372093025,False
KXBOND-30-CHARL,Will Charlie Hunnam be the next James Bond?,,Entertainment,0,6,100,94,9,0,0,1160,11.6,910,2030-01-01T15:00:00Z,1417,1535.3333333333333,6.25531914893617,False
KXBOND-30-SCO,Will Scott Rose-Marsh be the next James Bond?,,Entertainment,0,3,100,97,7,0,0,1440,14.4,926,2030-01-01T15:00:00Z,1417,3168.666666666667,3.0309278350515467,False
KXBOND-30-JOS,Will Josh O'Connor be the next James Bond?,,Entertainment,14,19,86,81,21,0,10.53,20224,202.24,19510,2030-01-01T15:00:00Z,1417,417.7894736842106,22.98765432098765,False
KXBOND-30-CAL,Will Callum Turner be the next James Bond?,,Entertainment,37,42,63,58,39,2.63,-13.33,142100,1421.0,96106,2030-01-01T15:00:00Z,1417,135.33333333333331,70.9655172413793,False
KXBLUESPACEX-30,Will Blue Origin land an uncrewed Blue Moon MK1 lander on the moon before SpaceX lands an uncrewed Starship?,Before 2030,Science and Technology,64,70,36,30,70,11.11,20.69,66032,660.32,38644,2030-01-01T15:00:00Z,1417,42.0,228.66666666666666,False
